,Okres,Kraj,OborPece,PocetPoskytovatelu
1999,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, revmatologie, nefrologie",1
2000,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, revmatologie, radiologie a zobrazovací metody, pneumologie a ftizeologie, kardiologie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, alergologie a klinická imunologie",1
2001,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, urologie, gynekologie a porodnictví",1
2002,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství",2
2003,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, klinická biochemie, kardiologie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, endokrinologie a diabetologie, dermatovenerologie, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
2004,Hlavní město Praha,Hlavní město Praha,"všeobecné praktické lékařství, všeobecné praktické lékařství",1
2005,Hlavní město Praha,Hlavní město Praha,zubní lékařství,918
2006,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, dermatovenerologie",1
2007,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, gynekologie a porodnictví",1
2008,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, ortopedie a traumatologie pohybového ústrojí, dermatovenerologie",1
2009,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, plastická chirurgie, plastická chirurgie, dermatovenerologie, anesteziologie a intenzivní medicína",1
2010,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, všeobecné praktické lékařství",3
2011,Hlavní město Praha,Hlavní město Praha,"zubní lékařství, všeobecné praktické lékařství, gynekologie a porodnictví",1
2012,Hodonín,Jihomoravský kraj,Dentální hygienistka,6
2013,Hodonín,Jihomoravský kraj,"Dentální hygienistka, ortodoncie, zubní lékařství",1
2014,Hodonín,Jihomoravský kraj,"Dentální hygienistka, zubní lékařství",2
2015,Hodonín,Jihomoravský kraj,Fyzioterapeut,12
2016,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Ergoterapeut, rehabilitační a fyzikální medicína",1
2017,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut",3
2018,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",2
2019,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, dětské lékařství, dětské lékařství",1
2020,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, infekční lékařství, infekční lékařství",1
2021,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, psychiatrie",1
2022,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, psychiatrie",1
2023,Hodonín,Jihomoravský kraj,"Fyzioterapeut, Nutriční terapeut, Zdravotní laborant, Radiologický asistent, Ergoterapeut, urgentní medicína, urgentní medicína, praktické lékárenství, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, neurologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
2024,Hodonín,Jihomoravský kraj,Klinický logoped,5
2025,Hodonín,Jihomoravský kraj,Klinický psycholog,8
2026,Hodonín,Jihomoravský kraj,Nutriční terapeut,2
2027,Hodonín,Jihomoravský kraj,Optometrista,8
2028,Hodonín,Jihomoravský kraj,Porodní asistentka,1
2029,Hodonín,Jihomoravský kraj,Všeobecná sestra,1
2030,Hodonín,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra",7
2031,Hodonín,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína",1
2032,Hodonín,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína, algeziologie, algeziologie",2
2033,Hodonín,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína, paliativní medicína, urologie, plastická chirurgie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, chirurgie, chirurgie",1
2034,Hodonín,Jihomoravský kraj,Zubní technik,22
2035,Hodonín,Jihomoravský kraj,"Zubní technik, zubní lékařství",1
2036,Hodonín,Jihomoravský kraj,alergologie a klinická imunologie,3
2037,Hodonín,Jihomoravský kraj,anesteziologie a intenzivní medicína,3
2038,Hodonín,Jihomoravský kraj,"angiologie, vnitřní lékařství",4
2039,Hodonín,Jihomoravský kraj,chirurgie,3
2040,Hodonín,Jihomoravský kraj,"chirurgie, chirurgie, gynekologie a porodnictví",1
2041,Hodonín,Jihomoravský kraj,"chirurgie, cévní chirurgie",1
2042,Hodonín,Jihomoravský kraj,dermatovenerologie,6
2043,Hodonín,Jihomoravský kraj,dětská a dorostová psychiatrie,2
2044,Hodonín,Jihomoravský kraj,"dětská neurologie, Klinický logoped, Nutriční terapeut, Optometrista, Zdravotní laborant, Radiologický asistent, Ergoterapeut, Porodní asistentka, Porodní asistentka, Porodní asistentka, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, paliativní medicína, neonatologie, neonatologie, neonatologie, dětská kardiologie, dětská gastroenterologie a hepatologie, nemocniční lékárenství, praktické lékárenství, zubní lékařství, zubní lékařství, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, traumatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, nukleární medicína, neurologie, neurologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dermatovenerologie, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
2045,Hodonín,Jihomoravský kraj,endokrinologie a diabetologie,6
2046,Hodonín,Jihomoravský kraj,gynekologie a porodnictví,25
2047,Hodonín,Jihomoravský kraj,"gynekologie a porodnictví, gynekologie a porodnictví",2
2048,Hodonín,Jihomoravský kraj,kardiologie,1
2049,Hodonín,Jihomoravský kraj,klinická biochemie,2
2050,Hodonín,Jihomoravský kraj,"klinická biochemie, hematologie a transfúzní lékařství",4
2051,Hodonín,Jihomoravský kraj,klinická stomatologie,2
2052,Hodonín,Jihomoravský kraj,lékařská mikrobiologie,1
2053,Hodonín,Jihomoravský kraj,neurologie,8
2054,Hodonín,Jihomoravský kraj,oftalmologie,10
2055,Hodonín,Jihomoravský kraj,ortodoncie,3
2056,Hodonín,Jihomoravský kraj,"ortodoncie, zubní lékařství",3
2057,Hodonín,Jihomoravský kraj,ortopedie a traumatologie pohybového ústrojí,7
2058,Hodonín,Jihomoravský kraj,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, infekční lékařství, infekční lékařství",1
2059,Hodonín,Jihomoravský kraj,"orální a maxilofaciální chirurgie, zubní lékařství",1
2060,Hodonín,Jihomoravský kraj,otorinolaryngologie a chirurgie hlavy a krku,8
2061,Hodonín,Jihomoravský kraj,paliativní medicína,1
2062,Hodonín,Jihomoravský kraj,"patologie, patologie",1
2063,Hodonín,Jihomoravský kraj,pediatrie,1
2064,Hodonín,Jihomoravský kraj,plastická chirurgie,1
2065,Hodonín,Jihomoravský kraj,"plastická chirurgie, chirurgie",1
2066,Hodonín,Jihomoravský kraj,pneumologie a ftizeologie,2
2067,Hodonín,Jihomoravský kraj,praktické lékařství pro děti a dorost,35
2068,Hodonín,Jihomoravský kraj,"praktické lékařství pro děti a dorost, dětské lékařství",3
2069,Hodonín,Jihomoravský kraj,"praktické lékařství pro děti a dorost, infekční lékařství",1
2070,Hodonín,Jihomoravský kraj,praktické lékárenství,52
2071,Hodonín,Jihomoravský kraj,psychiatrie,9
2072,Hodonín,Jihomoravský kraj,"psychiatrie, psychiatrie",1
2073,Hodonín,Jihomoravský kraj,radiologie a zobrazovací metody,3
2074,Hodonín,Jihomoravský kraj,rehabilitační a fyzikální medicína,1
2075,Hodonín,Jihomoravský kraj,"rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí",1
2076,Hodonín,Jihomoravský kraj,urologie,4
2077,Hodonín,Jihomoravský kraj,vnitřní lékařství,4
2078,Hodonín,Jihomoravský kraj,"vnitřní lékařství, endokrinologie a diabetologie",2
2079,Hodonín,Jihomoravský kraj,"vnitřní lékařství, kardiologie",3
2080,Hodonín,Jihomoravský kraj,"vnitřní lékařství, nefrologie",1
2081,Hodonín,Jihomoravský kraj,"vnitřní lékařství, pneumologie a ftizeologie",1
2082,Hodonín,Jihomoravský kraj,"vnitřní lékařství, revmatologie",3
2083,Hodonín,Jihomoravský kraj,všeobecné praktické lékařství,64
2084,Hodonín,Jihomoravský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
2085,Hodonín,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",23
2086,Hodonín,Jihomoravský kraj,zubní lékařství,74
2087,Hodonín,Jihomoravský kraj,"zubní lékařství, anesteziologie a intenzivní medicína",1
2088,Hodonín,Jihomoravský kraj,"zubní lékařství, otorinolaryngologie a chirurgie hlavy a krku, dermatovenerologie",1
2089,Hradec Králové,Královéhradecký kraj,Adiktolog,1
2090,Hradec Králové,Královéhradecký kraj,"Adiktolog, sexuologie, psychiatrie, gynekologie a porodnictví",1
2091,Hradec Králové,Královéhradecký kraj,Dentální hygienistka,7
2092,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, Zubní technik, zubní lékařství",2
2093,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, Zubní technik, zubní lékařství, ortopedie a traumatologie pohybového ústrojí, anesteziologie a intenzivní medicína",1
2094,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, ortodoncie",2
2095,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, ortodoncie, plastická chirurgie",1
2096,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, zubní lékařství",14
2097,Hradec Králové,Královéhradecký kraj,"Dentální hygienistka, zubní lékařství, anesteziologie a intenzivní medicína",1
2098,Hradec Králové,Královéhradecký kraj,"Dětský klinický psycholog, Klinický psycholog",1
2099,Hradec Králové,Královéhradecký kraj,Fyzioterapeut,34
2100,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Ergoterapeut",4
2101,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Fyzioterapeut",3
2102,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Fyzioterapeut, Porodní asistentka, Všeobecná sestra, Všeobecná sestra",1
2103,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Klinický logoped, Klinický psycholog, Ergoterapeut, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí",1
2104,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Klinický logoped, Klinický psycholog, Ergoterapeut, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost",1
2105,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra",1
2106,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
2107,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, neurologie",1
2108,Hradec Králové,Královéhradecký kraj,"Fyzioterapeut, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie, chirurgie",1
